,tweet,binaereKlassifikation,granulareKlassifikation
1247,"@SurplusProduce @lowkacs Das ist die Idee, wenn man Marktwirtschaft zulässt, ja",OTHER,OTHER
1248,"@SurplusProduce @lowkacs Wo man Kapitalisten hat, muss man mit ihnen Klassenkampf führen. Die Frage ist aber nicht: Gibt es Kapitalisten? Sondern: Üben die Kapitalisten eine Klassenherrschaft aus? Die KP führt einen institutionellen Klassenkampf gegen die Kapitalisten, das ist ganz einfach mein Argument",OTHER,OTHER
1249,"@SurplusProduce @lowkacs Das glaube ich tatsächlich nicht, aber die Krux am Sozialismus ist, dass er bewusst menschengemacht ist. Es erfordert die Revolution also eine gewisse Moralität und es erfordert diese institutionell gefestigt. Ganz ohne ökonomische Kriterien kommt man freilich auch nicht aus",OTHER,OTHER
1250,@lowkacs @SurplusProduce ökonomische und politische Betrachtungen zu China |LBR| Fazit: Von Kapitalismus kann man nicht sprechen und es steht und fällt wie immer alles mit den Kadern.,OTHER,OTHER
1251,@AdidasBolshevik schlimmstes Buch ever |LBR| alles daran ist so falsch,OTHER,OTHER
1252,@SurplusProduce Es gibt eine nette Schrift von Hans Günther Szalkiewicz zu dem Thema,OTHER,OTHER
1253,"@SurplusProduce Man darf nicht vereinseitigen |LBR| Die Frage der Produktionsweise ist in China aber zu kompliziert um von außen eine schnelle Antwort zu geben. Bei Revolutionären ist die Glaubwürdigkeit allerdings sehr wichtig. Das heißt: glaube ich, dass diese Leute den Kommunismus anstreben? Ja!",OTHER,OTHER
1254,"Österreich 70er Jahre: |LBR| -Keine Kapitalistenklasse |LBR| -Industrie verstaatlicht |LBR| -Keine KP an der Macht |LBR| -&gt; kein Sozialismus |LBR| China heute: |LBR| -Kapitalisten existieren |LBR| -Private Industrie existiert |LBR| -KP an der Macht |LBR| -&gt; Sozialismus |LBR| Die KP macht den Unterschied, |LBR| wie Stalin schon sagte",OTHER,OTHER
1255,"@lowkacs @vnyshkr Tradition, wahrscheinlich aus der Zeit als man noch richtige Duelle hatte",OTHER,OTHER
1256,DDR: Nächste Woche krieg ich keine Bananen ab |LBR| BRD: Nächste Woche flieg ich aus der Wohnung,OTHER,OTHER
1257,@PolitburoGamer Bernau rockt. |LBR| Konrad Wolf hat da mal die Militärregierung gemacht,OTHER,OTHER
1258,@PolitburoGamer Das Manifest der kommunistischen Partei,OTHER,OTHER
1259,BRD: Nazis in Parlament und Regierung |LBR| DDR: Todesstrafe für Naziverbrecher,OTHER,OTHER
1260,BRD: Debatte über Menspreading |LBR| DDR: Abtreibung legal,OTHER,OTHER
1261,@hundimbuero Da kriegen sie mal ne Mark mehr als andere Arbeiter und wolln das dann zeigen.,OTHER,OTHER
1262,@hundimbuero don't judge |LBR| (hab ehrlichgesagt kein Plan wie sowas aussieht),OTHER,OTHER
1263,@hundimbuero wahrscheinlich haben sie die Taschen von diversen Jobbörsen,OTHER,OTHER
1264,@hundimbuero müssen sich bei Informatikfirmen einschleimen um ihre Arbeitskraft besser am Markt feil zu bieten,OTHER,OTHER
1265,"ein komischer Onkel musste mal dringend aufs Klo, aber die nächste öffentliche Toilette war im Westen und er kam nicht über die BERLINER MAUER. lol",OTHER,OTHER
1266,"Haha, hab gestern beobachtet, wie ein Nazi gegen ne Mauer gelaufen ist und sich ne üble Beule geholt hat. So ein loser! |LBR| #VerhöhnungderMaueropfer",OFFENSE,INSULT
1267,"@GamerHeine69 Allein das Wort \""""Lörres\""reicht aus um meine Libido komplett zu killen. Ich glaub nicht, dass es nur mir so geht",OTHER,OTHER
1268,Ich lauf durch Bio-Company und streu Glyphosat auf die Äpfel,OTHER,OTHER
1269,"Was sich die Leute immer für einen Unsinn ausdenken, nur um nicht vernünftig (d.h. Kommunisten) sein zu müssen ist schon absurd und irgendwie auch drollig.",OFFENSE,INSULT
1270,challenge: no music november |LBR| Befreit euch ein wenig von kleinbürgerlicher Ideologie!,OTHER,OTHER
1271,"Roman Möseneder: |LBR| -Scheiß Name |LBR| -Kein Plan, wer das überhaupt sein soll |LBR| Daniel: |LBR| -Cooler Name |LBR| -Jeder kennt ihn |LBR| -SWAG",OTHER,OTHER
1272,"Esoteriker: Mit diesem Pendel kann ich die Zukunft vorhersagen |LBR| Skeptiker: Ich glaube das nur, wenn sich das experimentell reproduzieren lässt. *verbringt den Rest seines Lebens mit Pendelexperimenten*",OFFENSE,ABUSE
1273,@Dw3yyN trotzkist |LBR| schlechter autor |LBR| objektiv reaktionär,OFFENSE,INSULT
1274,"Ihr nennt es Umweltverschmutzung und Fossil-Lobby, ich nenne es self-empowerment",OTHER,OTHER
1275,"@VolkerBonacker @ErzbaronGomez hasse frische Luft, sowas macht doch krank",OTHER,OTHER
1276,"bürgerlicher Feminismus: MRA Leute haben keinen Sex, weil sie arm sind diese loser |LBR| bürgerlicher Antifaschismus: Nazis sind so ungebildet, weil sie arm sind, diese loser |LBR| bürgerliche Ökologie: arme Leute verschmutzen die Umwelt. Shame!",OFFENSE,ABUSE
1277,Warum feiern heute alle einen bekennenden NPD-Wähler?,OTHER,OTHER
1278,"Nazis? Das sind doch diese armen, minderbemittelten incel-Dorftrottel, die heimlich Döner essen und von denen bestimmt keine Gefahr für mich, die Gesellschaft oder die Menschheit ausgeht...",OFFENSE,ABUSE
1279,@CitoyenLXIX Nur wenn man Karl Justus Gruner als Führungsoffizier hat,OTHER,OTHER
1280,@CitoyenLXIX warum sollte man Sandmann lesen?,OTHER,OTHER
1281,@diabodcalcinha der allererste Punkt sollte mindestens 100 wert sein,OTHER,OTHER
1282,"Wer mit 18 kein Kommunist ist, hat keinen Verstand |LBR| Wer mit 80 kein Kommunist ist, hat immer noch keinen Verstand...voll peinlich ey",OFFENSE,INSULT
1283,@Godoticus @Rheinwiesngrund Was ist dva und wer sollen in dem Kontext Linksextreme sein?,OTHER,OTHER
1284,"@buntfront @Rheinwiesngrund @liebkind666 @Die_Elbmerle Beim Hesse lesen spürt man förmlich , wie einem die Lebenszeit von romantischem Nonsens entzogen wird",OFFENSE,INSULT
1285,"So, jetz schreibt jeder mal seine Liste mit guten not-to-read Empfehlungen. Ich fang mal an: |LBR| -Alles von Naomi Klein |LBR| -Dawkins \""""God Delusion\""|LBR| -Schlegels \""""Athenaeum\"""" |LBR| -Alle Zeitschriften, die ein Horoskop enthalten |LBR| -Zeug von Daniela Dahn |LBR| -Kuczynskis \""""Dialog mit meinem Urenkel\""",OTHER,OTHER
1286,"Woke: Soya-Milch trinken, weil das für die Umwelt schädlicher ist als normale Milch",OTHER,OTHER
1287,Cato-Magazin für neue Sachlichkeit hat ein eigenes Horoskop <U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F>,OTHER,OTHER
1288,"Ihr nennt es fettig und krebserregend, ich nenne es self-empowerment",OTHER,OTHER
1289,Alle tanzen mit/ |LBR| Den Lipsi-Schritt,OTHER,OTHER
1290,"Ich lache, weil meine Sinne alle beisammen sind.",OTHER,OTHER
1291,"Ihr nennt es Neostalinismus und Personenkult, ich nenne es self-empowerment.",OTHER,OTHER
1292,@klasnaborba bei der BW lernt man wenigstens was,OTHER,OTHER
1293,@SturmgeistNBK Peter Hacks - Zur Romantik,OTHER,OTHER
1294,@SchnurzForscher Nix ggn Tofu-Schnitzel. Ist doch mal ganz lecker. |LBR| Und Diet-Coke kannst du als Diabetiker runterkippen wie Wasser. Hat auch was.,OTHER,OTHER
1295,@GewaschenerK Die Wissenschaft muss nachhaltige Lösungen schaffen,OTHER,OTHER
1296,"@GewaschenerK in meinem Sozialismus gibt es so viel Smog, dass niemand mehr Rauchen muss um Krebs zu bekommen",OTHER,OTHER
1297,Vapen ist Rauchen für Menners,OTHER,OTHER
1298,"Es gibt Bundesländer mit Religionsunterricht, es ist absurd",OTHER,OTHER
1299,"@tregolb @annahebt @liebkind666 Das erklärt nicht, wieso sie ausschließlich von Atomkraftgegnern getragen werden/wurden",OTHER,OTHER
1300,Idee für Filmtitel: |LBR| Sigmar Gabriel - Führer seiner Klasse,OTHER,OTHER
1301,"Fun Fact: Der Schwefelsäureregen, den die DDR-Kohlekraftwerke verursachten ging sowieso nur über der BRD nieder |LBR| #keinerbrauchtumweltschutz",OTHER,OTHER
1302,"@etiamsiomnes1 wie kommen sie eigentlich auf diesen seelenkram? ich versteh es nicht. aber gut, muss ich auch nicht. ihr weg ist schon der richtige, besser sie schaden der spd und der kirche als dem karnevalsverein oder so. |LBR| #weitermachen",OTHER,OTHER
1303,@VolkerGoebbels Das hilft tatsächlich halbwegs. Danke.,OTHER,OTHER
1304,"@Endzeitkind Ist halt eine Lösung für viele Szenarien. Vor nen App Store kann ich meine EC-Karte nicht halten. |LBR| Nicht falsch verstehen, ich brauch das auch nicht. Aber das ist der Appeal, so wie ich das verstehe.",OTHER,OTHER
1305,"@VolkerGoebbels Genau. Und was bedeutet das, was mache ich jetzt?",OTHER,OTHER
1306,"Wieso habe ich einen Backenkrampf? Was ist ein Backenkrampf? Ich weiß nicht, was ein Backenkrampf ist, aber ich habe einen. Aua!",OTHER,OTHER
1307,"@Korrupt @forschungstorte Jo, mir gings um ertragsstärkere Anlageformen, die alle gemeinsam haben, dass die Verfügbarkeit der auf ihnen gebundenen Finanzen nicht \""""jetzt sofort\""ist.",OTHER,OTHER
1308,"@forschungstorte Alles andere tauscht halt Ertrag gegen Verfügbarkeit. Der Ertrag ist höher, aber du kommst halt nicht jederzeit dran. Und gerade bei sowas wie einem Autokonto ist das halt ein muss, denn das Auto fragt nicht vorher, ob es gerade passt, dass der Reifen platt ist.",OTHER,OTHER
1309,"@forschungstorte Dafür sind Tagesgeldkonten super. Struktur in den kurzfristig verfügbaren Finanzen. Die Zinsen sind halt nur \""""besser\""als bei Giro, aber machen alleine nicht wirklich einen nennenswerten Ertrag.",OTHER,OTHER
1310,"@forschungstorte So habe ich quasi jeden Monat konstante Autokosten, und muss mich nicht alle 2 Jahre Fragen, wie zur Hölle ich die HU bezahlen soll.",OFFENSE,PROFANITY
1311,"@forschungstorte Ich benutze Tagesgeldkonten eher zur Strukturierung als für die Zinsen. Geht bspw. jeden Monat vom Gehalt eine kleine Rücklage auf eins, welches für Kosten rund ums Auto ist.",OTHER,OTHER
1312,@mennersindapfel what what in was für ner zeitzone bist du,OTHER,OTHER
1313,Ich vermisse @germanpsycho manchmal schon sehr :(,OTHER,OTHER
1314,"\""""Bei @dieLinke weiß oftmals die Linke nicht, was die Rechte tut!\""#RLRT",OTHER,OTHER
1315,"@AROWINGS1 Ich brauche nichts entwerfen, gibt's alles fertig. Und jetzt geh andere Diskussionen derailen.",OTHER,OTHER
1316,@AROWINGS1 Den Anti-Vaxxern die da in Gelb rumrennen geht Macron völlig am Arsch vorbei. Die wollen nur ihre übliche Agenda unter die Menschen bringen.,OFFENSE,INSULT
1317,"@AROWINGS1 \""""Es gibt nicht *die* Gelbwesten, weil jeder sich ne gelbe Weste anziehen kann und Dinge fordern kann, auch Dinge in denen Macron gar nicht vorkommt.\""|LBR| Das schreibst du mir jetzt hundertmal.",OTHER,OTHER
1318,Nochmal: Inhaltslose Symbolik deutet jeder so wie es in den Kram passt. Im Namen von Gelbwestigkeit lässt sich alles und nichts fordern.,OTHER,OTHER
1319,"Hört mir auf mit \""""die Gelbwesten fordern dies\""oder \""""die Gelbwesten wollen das\"""". Die Gelbwesten sind so heterogen wie es nur geht. *MANCHE* Gelbwesten fordern vielleicht dies. Andere Gelbwesten fordern das Gegenteil.",OTHER,OTHER
1320,@no_mic_for_men ganz locker. ich bezog mich nicht auf die gelbe weste als materielle notwendigkeit. ich bezog mich auf diesen sonderbaren missbrauch dieses eben so neutralen fetzens für politische zwecke.,OTHER,OTHER
1321,@huxi blinke-LEDs sind das symbol vor dem du wohl angst hast,OTHER,OTHER
1322,"Ich kann diesen sonderbaren Twitter-Soziolekt mittlerweile ziemlich gut. Ob ich ihn toll finde, bin ich mir ehrlich gesagt ziemlich unsicher.",OTHER,OTHER
1323,"Zieh dir gelbe Weste an, und ich finde, du bist nicht gut.",OTHER,OTHER
1324,Fehlende Wörter und sonstige Rechtschreib- und Grammatikfehler mögen mir nachzusehen sein. Ich bin gerade geladen.,OTHER,OTHER
1325,"Und wer mir das nicht glauben will, kann sich gerne andere inhaltslose Symbolik der letzten Jahre ansehen. Bspw. die Guy Fawkes Maske, und Anonymous ganz generell. Jeder konnte da alles und nichts reininterpretieren, und genau das passierte dann auch.",OTHER,OTHER
1326,"Es gibt für so ziemlich jede politische Idee, die manche Leute mit gelber Weste im Kopf haben, ein passendes Symbol. Dass sie dieses Symbol nicht nutzen, sondern sich stattdessen gelbe Westen anziehen, macht sie zu einem großen Problem.",OTHER,OTHER
1327,"Diese Gelbwestenkacke ist nicht politisch. Sie nährt sich aus einem total diffusen, ungerichteten Gefühl der Unzufriedenheit. Und sie besteht zur einen Hälfte aus den politisch Naiven, und zur anderen Hälfte aus den wirklich, wirklich, WIRKLICH Problematischen.",OFFENSE,PROFANITY
1328,"Aber damit nicht genug. Die sogenannten Proteste sind politisch unorganisiert. Es gibt keine großen Reden, keine politischen Organisationen geben den Ton an, keine Flyer werden verteilt.",OTHER,OTHER
1329,"(Und nein, keins dieser vier Beispiele habe ich mir selbst ausgedacht. Für all das wurde in den letzten 24 Stunden von einem Pfosten in gelber Weste ein Schild hochgehalten.)",OFFENSE,INSULT
1330,"In einer gelben Weste lässt sich für alles demonstrieren, protestieren, Steine schmeißen, anzünden. Für gerechte Löhne, für soziale Gerechtigkeit. Aber eben auch für die Legalisierung sexuellen Kontaktes mit Minderjährigen, oder für das Verbot von Impfstoffen.",OFFENSE,INSULT
1331,"Und da ihr vermutlich nicht kapiert, was daran so unglaublich gefährlich ist, muss ich es euch wohl erklären. |LBR| Ein inhaltsloses Symbol ist beliebig gebrauchbar, und damit auch ebenso beliebig missbrauchbar.",OTHER,OTHER
1332,"Pfosten seid ihr allesamt. Weil ihr euch hinter einem Symbol versammelt, quasi unter einem Banner (nämlich die gelben Westen) welches vollkommen inhaltsleer ist.",OFFENSE,INSULT
1333,"Ich habe wirklich den Kaffee auf mit Pfosten in gelben Westen. Und ja, ihr seid Pfosten, allesamt. Ganz egal, ob ihr Grundschullehrer seid, die für gerechte Entlohnung protestiert, oder ob ihr Nazis, oder einfach nur Hobbyautoanzünder seid.",OFFENSE,INSULT
1334,"@B_Rydlewski Nur, dass diese Sorte Mensch vorher von keinen Befürchtungen etwas wissen wollte, solange aus der Sache Selbstbestätigung resultierte.",OTHER,OTHER
1335,"@B_Rydlewski Eine besondere Sorte Mensch gibt halt immer erst wenn die Katastrophe da ist zu, dass sie sich etwas übernommen hat. Total reumütig, ehrlich, und von ganzen Herzen, klar!",OTHER,OTHER
1336,"Ich finde, alle Parteien sollten kompliziertnamige Vorsitzende haben. Bspw. Sabine Leutheusser-Schnarrenberger als neue FDP-Vorsitzende. Und wenn sich in einer Partei partout niemand finden lässt, springt Wotan Möhre Wilking bestimmt gerne ein. Oder wie auch immer der hieß.",OFFENSE,INSULT
1337,"öglicherweise sind wir gerade in der kurzen Zeitepisode kurz vor der großen Katastrophe, und es läge an uns, diese zu verhindern. Leider wissen wir keine Details über diese Katastrophe, und stellen uns deswegen genauso doof an, wie... sagen wir mal die Leute ca. 1930.",OTHER,OTHER
1338,@161_kamikaze Scheiß die Wand an. Dat Adapter tho.,OFFENSE,PROFANITY
1339,"Es ist fast so, als wäre inhaltslose Symbolik leicht zu kapern. Typischerweise von geübten Symbolik-Kaperern. #anonymous #guyfawkesmask #gelbewesten",OTHER,OTHER
1340,"@Korrupt Und die Antwort wäre: Weil Menschen Katastrophentouristen sind, und die Relevanz sich dadurch ergibt, was für einen Bullshit der Typ verzapft. Die Legitmation der Berichterstattung \""""Der ist immerhin der OB von... *dramatische Pause* ...Tübingen!\""ist mediale Heuchelei.",OFFENSE,INSULT
1341,"@Korrupt Der Mensch hinter dem Account ist in Herdecke aufgewachsen. Jetzt stell dir mal vor, du würdest die ganze Zeit davon lesen, was für einen Bullshit der OB von Herdecke die ganze Zeit aufführt. Du würdest dich fragen: \""""Der ist *warum* genau relevant?\""",OFFENSE,INSULT
1342,"@Korrupt Bitte nicht falsch verstehen. Ich bin mir sicher, Tübingen ist hübsch. Ich finde es nur bemerkenswert penetrant, wie die ganze Zeit \""""OB von Tübingen!\""als Legitimation verwendet wird, um über einen Politvollhonk zu berichten, so als würde das eine Relevanz implizieren.",OFFENSE,INSULT
1343,"Tübingen ist eine Universitätsstadt im Zentrum von Baden-Württemberg. Sie liegt am Neckar rund 30 Kilometer südlich von Stuttgart, und ist eigentlich nur nennenswert, weil sie so einen fantasierenden Pfosten wie Boris Palmer als OB hat.",OFFENSE,INSULT
1344,"@Bugspriet @forschungstorte @LEN_1977 Ich bin halt vorsichtig geworden, seit ich einen Account den ich persönlich kannte und von dem ich viel hielt, auf genau sowas hinwies, und dann geblockt wurde.",OTHER,OTHER
1345,"@huxi Trump würde ich noch wegen Nachrichtenwert akzeptieren. Aber irgendwelche abseitigen \""""Ich werfe mit Scheiße\""""-Accounts? Kann ich mir nur durch unüberlegtes Followback erklären.",OFFENSE,PROFANITY
1346,"@acid23 Egal, hab eh nicht die Zeit, n neues Tumblr zu coden.",OTHER,OTHER
1347,@acid23 feedly hatten einen prozentual vierstelligen Traffic Spike als Google Reader abgekündigt wurde.,OTHER,OTHER
1348,"@acid23 Okay, ich mache beruflich nix anderes als die ganze Zeit scalable Webservices zu architekturieren. Vielleicht sehe ich da den Wald vor lauter Bäumen nicht.",OTHER,OTHER
1349,"@schmittlauch Pronquellen gibts genug. Es geht um was Tumblrartiges, das ist Mastodon nicht.",OTHER,OTHER
1350,Und es wäre so einfach. Ich könnte das wahrscheinlich in wenigen Tagen coden.,OTHER,OTHER
1351,"Wer von euch baut schon an der 1:1 #Tumblr-Kopie, nur dass Mumus und Penen erlaubt sind?",OFFENSE,PROFANITY
1352,"@FrancisMalevil Toll, jetzt hab ich Bock auf Champignon-Baguettes...",OTHER,OTHER
1353,"@OstfrieseInFran Ich behaupte, dass die Risiken bei Aktien nicht ansatzweise so hoch sind, wie der deutsche Michel glaubt, dabei aber die Zinsen um ein vielfaches höher sind als bei Staatsanleihen.",OTHER,OTHER
1354,"@OstfrieseInFran Und langfristig gesehen kann man bspw. auf den DAX gucken. Bei 10 Jahren Investitionszeitraum ist es schon echt schwer einen Zeitpunkt zu finden, wo der nicht jeden Schatzbrief und jede Lebensversicherung outperformed hat.",OTHER,OTHER
1355,"@OstfrieseInFran Es werden halt Leute nervös, weil sie Aktien kaufen, und nach drei Monaten diese Aktien 10% ihres Wertes verloren haben. Aber Aktieninvestitionen dauern Jahre, sogar Jahrzehnte, nicht Monate.",OTHER,OTHER
1356,"@OstfrieseInFran Nicht bei Top-Level-Aktien. Die haben eher mal ein schlechtes Jahr oder ein gutes Jahr. Kostolany hat es damals schon postuliert: \""""Kaufen Sie Aktien, und dann legen Sie sich schlafen!\""",OTHER,OTHER
1357,@allesVersuch Besser als nix. Man wird so genügsam.,OTHER,OTHER
1358,"@OstfrieseInFran Die gibts doch noch? Aber 1,5% betrachte ich nicht als ordentliche Rendite.",OTHER,OTHER
1359,"@OstfrieseInFran Dann muss ich feststellen, dass du offenbar eine viel größere Erfahrung mit Aktien hast, als ich sie habe. |LBR| Es wird dir schwerfallen, mit Aktien eine so schlechte Performance zu erreichen, wie es alle Alternativen tun. Aber auf genau dieses Mentalitätsproblem will ich hinaus.",OTHER,OTHER
1360,"@OstfrieseInFran Das kannst du tun. Nur ist Casino halt Glücksspiel. Aktien sind das nicht. Aktien tun auch Dinge, die du nicht erwartest, genau wie die Kugel beim Roulette. Aber anders als die Kugel beim Roulette sind sie im großen ganzen trotzdem grob vorhersagbar.",OTHER,OTHER
1361,"@Doener @franke_media Nein. Siehe Uli Hoeneß. Der ist in den Knast gegangen, weil er keine Steuern auf Einnahmen gezahlt hat, die sein Depot nie verlassen hatten.",OTHER,OTHER
1362,"@OstfrieseInFran Und ganz ehrlich, was ist die Alternative? Lebensversicherung? Bausparvertrag? Da kann ich ja froh sein, wenn ich mit +- 0 rauskomme. Da muss mein Aktienportfolio sich aber schon SEHR anstrengen, um das noch zu unterbieten.",OTHER,OTHER
1363,"@allesVersuch Es ist wirklich grauenhaft, oder? Merkel ist furchtbar, und alle potentiellen Nachfolger werden nur noch schlimmer...",OTHER,OTHER
1364,"@Doener @franke_media Wenn wir dabei sind, möchte ich bitte auch, dass steuerrelevantes Einkommen bei der Entnahme aus dem Depot entsteht. Das ist näher am tatsächlichen erziehlten \""""Einkommen\""als irgendwelche Kurssprünge am 31.12. UND es ist fürs Finanzamt viel leichter nachvollziehbar.",OTHER,OTHER
1365,"Und dann gibt es die, die was beiseite legen könnten, aber sie schleppen ihr Geld lieber zur Bank und verbrennen es bei Negativzinsen, als auch nur das allerkleinste Risiko einzugehen.",OTHER,OTHER
1366,"Viele können überhaupt nix beiseite legen, egal ob Aktien, Sparbuch oder sonstwas. Das ist schlimm, und ein gesellschaftliches Problem.",OTHER,OTHER
1367,"@Doener Darüber können wir gerne nachdenken, und auf den ersten Blick würde ich auch zustimmen. Ich finde nur diese deutsche Börsophobie behämmert. Not everything you never bothered to understand ist witchcraft.",OTHER,OTHER
1368,Beim Lottoschein muss man wenigstens nichts kapieren.,OTHER,OTHER
1369,"\""""Börse und Aktien sind doch alles Zockerei!\"""", schimpfte der Deutsche, und kaufte sich seinen wöchentlichen Lottoschein.",OTHER,OTHER
1370,öglicherweise bin ich gerade in bisschen starstruck. |LBR| Andererseits: This is twitter.,OTHER,OTHER
1371,"@lino @C_Holler Wenn ich körperlichen Schmerz ertragen muss, weil ich damit geistigen Schmerz lindern konnte, dann ist der körperliche Schmerz geradezu exquisit. Aber das bin vielleicht nur ich.",OTHER,OTHER
1372,"@lino @C_Holler Muskelkater ist körperlich. Es geht darum, geistig nicht abzusaufen, und wenn der Sport geholfen hat, dann hat er seinen Zweck erfüllt.",OTHER,OTHER
1373,"Ich gebe Leuten Tipps wie sie am besten mit Panikattacken umgehen können, weil ich damit so viel Erfahrung habe, und irgendwas sagt mir, dass irgendwas gravierend falsch läuft mit meinem Leben.",OTHER,OTHER
1374,"@lino Wenn sonst nix zur Hand ist, mach die Turnvater-Jahn-Übung, und setz dich mit dem Rücken an die Wand gepresst auf einen nicht existierenden Hocker. Und jedesmal wenn du keuchend abbrichst, fängst du von vorne an. So lange bis die Panik sich legt.",OTHER,OTHER
1375,"@lino Mach jetzt irgendwas was dich in kürzester Zeit verausgabt. Alles andere kommt später. Nicht jetzt, und auch nicht morgen früh. |LBR| Oder erklär mir, warum ich vollkommen daneben liege.",OTHER,OTHER
1376,"@lino Denn es geht jetzt nicht um das echte Ding, vor dem du dich so fürchtest. Das passiert nicht jetzt. Wenn überhaupt, dann passiert das später. Aber nicht jetzt. Fight-or-flight later. Not now.",OTHER,OTHER
1377,@lino Heb deinen Schrank an. Und wenn es nur ein Millimeter ist. Wieder und wieder. Du bist gerade im Fight-or-flight-Modus. Die Energie muss irgendwohin.,OTHER,OTHER
1378,"@lino Du hast gerade eine Panikreaktion, denke ich. Ich empfehle, dich jetzt in sehr kurzer Zeit körperlich sehr zu verausgaben.",OTHER,OTHER
1379,"Erst Worte in den Mund legen, dann austicken, dass diese Worte ja mal gar nicht gehen. |LBR| Die Taktik ist so alt. Es ist so ermüdend.",OTHER,OTHER
1380,"@pfuideifipegida @__redcat @jensspahn @der_Seehofer Seehofer vielleicht, ja. Eben weil der seit zig Jahren im Business ist. Aber Spahn? Dieser Grinsefratz, der die ganze Zeit so dreinschaut, als würde da gerade der LKW kommen, der ihn überfährt? Von dem vor einer einstelligen Jahreszahl noch keiner irgendwas gehört hat? Please.",OFFENSE,INSULT
1381,"@__redcat @jensspahn @der_Seehofer \""""Das sind Profis. Sie wissen, was sie tun.\""Schon in zwei Parteien gewesen seiend, zweifle ich das an. Das sind eben keine Profis. Das sind Amateure, die das tun, was ihnen opportun scheint. Das ist ja gerade das gruselige.",OFFENSE,INSULT
1382,"Was Politiküsse wie @jensspahn und @der_Seehofer nicht kapieren: Wenn sie der #AfD nacheifern, dann werben sie denen nicht Wähler ab, sondern bestätigen deren Wähler. Sie verlieren Stimmen, anstatt welche zu gewinnen.",OTHER,OTHER
1383,"@Tigerelch @marcobuelow Aber die Vorhaltungen die ihm jetzt gemacht werden ist billigstes Nachtreten. Und das Mandat der Ausgetretenen zurückfordern haben schon \""""wir\""Piraten damals gemacht. War damals bescheuert. Ist heute bescheuert. That's not how things work, deal with it.",OFFENSE,PROFANITY
1384,"@Tigerelch @marcobuelow Der @marcobuelow ist hier tief verwurzelt, und hat sich über parteigrenzen hinweg sehr großes Ansehen ehrlich erarbeitet. Ich stimme mit ihm auch mal nicht überein. Sein Engagement bei #aufstehen sehe ich sehr kritisch.",OTHER,OTHER
1385,"@Tigerelch @marcobuelow Hier mal eine Dortmunder Stimme: Ich habe gelesen, wie ihm nachgesagt wird, einen Pisselwahlkreis gehabt zu haben, in dem eh jeder SPDler gewinnt. Danke dafür, we're not gonna agree.",OFFENSE,PROFANITY
1386,"@161_kamikaze Wir lagen all die Jahre lang falsch. Wenn der Deutsche Revolution macht, dann wird sie nicht abgesagt, weil das Betreten des Rasens vorm Regierungsgebäude verboten ist. Er begnügt sich sowieso, auf einem Zebrastreifen vom nächsten LKW mit kurzer Lunte überfahren zu werden. <U+0001F44D>",OTHER,OTHER
1387,"@eine_Biene Ich bin darüber amüsiert, dass diverse Windows-Spiele unter Linux mit Lutris und Wine mittlerweile besser laufen als unter Windows. Und auch einigermaßen beeindruckt. |LBR| Und davon ab ist das System natürlich rock solid.",OTHER,OTHER
1388,@eine_Biene Bestes! Da bin ich auch drauf. In der Cinnamon Geschmacksrichtung.,OTHER,OTHER
1389,@eine_Biene Da kommt endlich das neue System bzw der neue Browser?,OTHER,OTHER
1390,Es gab bspw zwei Marcellusfluten. Die Nordseeküste von 500BC hat mit der heute nur noch sehr wenig gemeinsam.,OTHER,OTHER
1391,"Angeblich historisch akkurate Karten, die aktuelle Küstenlinien zeigen. #MeinNeuesPetPeeve",OTHER,OTHER
1392,"@Darth_Lehrer @FrancisMalevil @garderobenfee Ich entdeckte die @Waldfutzi, nicht minder toll. Die hab ich mittlerweile auf 27 Follower gepäppelt, aber da geht bestimmt noch mehr!",OTHER,OTHER
1393,"Aber immerhin hat er dazugelernt, und ist direkt zur Konkurrenzmafia gewechselt. |LBR| Saublöd. Es gibt halt die Sorte Fehler, von denen du dich nicht erholst. Auch so nicht.",OFFENSE,INSULT
1394,"Hätte er mal rechtzeitig bei Wikipedia nachgesehen, was \""""Mafia\""nochmal genau bedeutet. Tz tz.",OTHER,OTHER
1395,"@Razul_Allah Eine Idee kann man gar nicht halbieren, sie ist quasi unteilbar - atomar. |LBR| Eine Partei besteht jedoch aus Mitgliedern, und jedes einzelne Mitglied lässt sich sehr wohl halbieren. Längs oder quer. #denkanstöße",OTHER,OTHER
1396,"@hmilz Krasse Scheiße, oder? Und das immer wieder, und bei allen Gelegenheiten.",OFFENSE,PROFANITY
1397,Und natürlich ist da dieser peinliche Rechtschreibfeeler.,OTHER,OTHER
1398,"@problematash Mittlerweile tut der mir irgendwie leid. Er war mal ganz cool. Aber irgendwann mal ist er geistig falsch abgebogen, und korrigiert das seitdem nicht nur nicht, sondern beschleunigt aktiv. smh",OFFENSE,INSULT
1399,"Bei meinem Lieblingsrestaurant gibt es so eine fantastische Salatbar, mit großartigem French Dressing. |LBR| \o/ Ich hab es endlich im Handel gefunden. |LBR| <U+202F>o |LBR| / \ Es ist die Billigmarke von Metro.",OTHER,OTHER
