tweet,binaereKlassifikation,granulareKlassifikation,Wörter in Tweet,Wörter pro Tweet,Tweets ohne Satzzeichen,Wortlänge,Durchschnittliche Wortlänge,Verlinkungen,Verlinkung pro Tweet,Hashtags,Hashtags pro Tweet,utf Codes,utf Codes pro Tweet,Emojis,Emojis pro Tweet
"@florianaigner @GerritMarsen @Opposum5 Ich bitte Sie, schauen Sie nochmal rein. Schauen Sie auch auf die Wahrscheinlichkeiten mit denen die Arbeitsgruppen den Eintritt ihrer Szenarien angeben. Allein schon die oben gezeigte Prognose der Entwicklung der Emmissionen lässt jedes Szenario zu",OTHER,OTHER,"['ich', 'bitte', 'sie,', 'schauen', 'sie', 'nochmal', 'rein.', 'schauen', 'sie', 'auch', 'auf', 'die', 'wahrscheinlichkeiten', 'mit', 'denen', 'die', 'arbeitsgruppen', 'den', 'eintritt', 'ihrer', 'szenarien', 'angeben.', 'allein', 'schon', 'die', 'oben', 'gezeigte', 'prognose', 'der', 'entwicklung', 'der', 'emmissionen', 'lässt', 'jedes', 'szenario', 'zu']",36,"['Ich', 'bitte', 'Sie', 'schauen', 'Sie', 'nochmal', 'rein', 'Schauen', 'Sie', 'auch', 'auf', 'die', 'Wahrscheinlichkeiten', 'mit', 'denen', 'die', 'Arbeitsgruppen', 'den', 'Eintritt', 'ihrer', 'Szenarien', 'angeben', 'Allein', 'schon', 'die', 'oben', 'gezeigte', 'Prognose', 'der', 'Entwicklung', 'der', 'Emmissionen', 'lässt', 'jedes', 'Szenario', 'zu']","[3, 5, 3, 7, 3, 7, 4, 7, 3, 4, 3, 3, 20, 3, 5, 3, 14, 3, 8, 5, 9, 7, 6, 5, 3, 4, 8, 8, 3, 11, 3, 11, 5, 5, 8, 2]",5.86,"['@florianaigner', '@GerritMarsen', '@Opposum5']",3,[],0,[],0,[],0
"@florianaigner @GerritMarsen @Opposum5 daraus, dass jede Arbeitsgruppe ein völlig anderes Ergebnis hat",OTHER,OTHER,"['daraus,', 'dass', 'jede', 'arbeitsgruppe', 'ein', 'völlig', 'anderes', 'ergebnis', 'hat']",9,"['daraus', 'dass', 'jede', 'Arbeitsgruppe', 'ein', 'völlig', 'anderes', 'Ergebnis', 'hat']","[6, 4, 4, 13, 3, 6, 7, 8, 3]",6,"['@florianaigner', '@GerritMarsen', '@Opposum5']",3,[],0,[],0,[],0
"War grad bei Saturn und hab genau 1 USB-Stick gekauft. War garnicht schlimm, was haben denn alle?",OTHER,OTHER,"['war', 'grad', 'bei', 'saturn', 'und', 'hab', 'genau', '1', 'usb-stick', 'gekauft.', 'war', 'garnicht', 'schlimm,', 'was', 'haben', 'denn', 'alle?']",17,"['War', 'grad', 'bei', 'Saturn', 'und', 'hab', 'genau', '1', 'USBStick', 'gekauft', 'War', 'garnicht', 'schlimm', 'was', 'haben', 'denn', 'alle']","[3, 4, 3, 6, 3, 3, 5, 1, 8, 7, 3, 8, 7, 3, 5, 4, 4]",4.53,[],0,[],0,[],0,[],0
@florianaigner @GerritMarsen @Opposum5 Es steht doch alles im IPCC Bericht: alles kann passieren oder nichts. Unser Wissen über das Klima gibt nichts her. Aber auf einmal ist das menschliche CO2 Schuld an der beobachteten Klimaveränderung (die eigentlich erst seit ca 20 Jahren halbwegs vernünftig gemessen wird),OTHER,OTHER,"['es', 'steht', 'doch', 'alles', 'im', 'ipcc', 'bericht:', 'alles', 'kann', 'passieren', 'oder', 'nichts.', 'unser', 'wissen', 'über', 'das', 'klima', 'gibt', 'nichts', 'her.', 'aber', 'auf', 'einmal', 'ist', 'das', 'menschliche', 'co2', 'schuld', 'an', 'der', 'beobachteten', 'klimaveränderung', '(die', 'eigentlich', 'erst', 'seit', 'ca', '20', 'jahren', 'halbwegs', 'vernünftig', 'gemessen', 'wird)']",43,"['Es', 'steht', 'doch', 'alles', 'im', 'IPCC', 'Bericht', 'alles', 'kann', 'passieren', 'oder', 'nichts', 'Unser', 'Wissen', 'über', 'das', 'Klima', 'gibt', 'nichts', 'her', 'Aber', 'auf', 'einmal', 'ist', 'das', 'menschliche', 'CO2', 'Schuld', 'an', 'der', 'beobachteten', 'Klimaveränderung', 'die', 'eigentlich', 'erst', 'seit', 'ca', '20', 'Jahren', 'halbwegs', 'vernünftig', 'gemessen', 'wird']","[2, 5, 4, 5, 2, 4, 7, 5, 4, 9, 4, 6, 5, 6, 4, 3, 5, 4, 6, 3, 4, 3, 6, 3, 3, 11, 3, 6, 2, 3, 12, 16, 3, 10, 4, 4, 2, 2, 6, 8, 10, 8, 4]",5.26,"['@florianaigner', '@GerritMarsen', '@Opposum5']",3,[],0,[],0,[],0
@liebkind666 @Stahlnippel Realstes Öko-Problem bisher war glaub ich das FCKW und das damit verbundene Ozonloch. Aber das ist ja inzwischen gelöst.,OTHER,OTHER,"['realstes', 'öko-problem', 'bisher', 'war', 'glaub', 'ich', 'das', 'fckw', 'und', 'das', 'damit', 'verbundene', 'ozonloch.', 'aber', 'das', 'ist', 'ja', 'inzwischen', 'gelöst.']",19,"['Realstes', 'ÖkoProblem', 'bisher', 'war', 'glaub', 'ich', 'das', 'FCKW', 'und', 'das', 'damit', 'verbundene', 'Ozonloch', 'Aber', 'das', 'ist', 'ja', 'inzwischen', 'gelöst']","[8, 10, 6, 3, 5, 3, 3, 4, 3, 3, 5, 10, 8, 4, 3, 3, 2, 10, 6]",5.21,"['@liebkind666', '@Stahlnippel']",2,[],0,[],0,[],0
"@liebkind666 @Stahlnippel Diese \""""Probleme\""eignen sich aber super um bürgerlichen Apokalypseideologien zu befeuern und um neue Produkte zu vermarkten die man sonst nicht bräuchte (zB Elektroautos)",OTHER,OTHER,"['diese', 'probleme\\""eignen', 'sich', 'aber', 'super', 'um', 'bürgerlichen', 'apokalypseideologien', 'zu', 'befeuern', 'und', 'um', 'neue', 'produkte', 'zu', 'vermarkten', 'die', 'man', 'sonst', 'nicht', 'bräuchte', '(zb', 'elektroautos)']",23,"['Diese', 'Problemeeignen', 'sich', 'aber', 'super', 'um', 'bürgerlichen', 'Apokalypseideologien', 'zu', 'befeuern', 'und', 'um', 'neue', 'Produkte', 'zu', 'vermarkten', 'die', 'man', 'sonst', 'nicht', 'bräuchte', 'zB', 'Elektroautos']","[5, 14, 4, 4, 5, 2, 12, 20, 2, 8, 3, 2, 4, 8, 2, 10, 3, 3, 5, 5, 8, 2, 12]",6.22,"['@liebkind666', '@Stahlnippel']",2,[],0,[],0,[],0
"@liebkind666 @Stahlnippel die meisten Forderungen der Ökobewegung befassen sich mit Scheinproblemen. Abholzung des Regenwaldes und Verschmutzung ist bei weitem nicht so schlimm, dass es globale Folgen hat. Menschlicher CO2 Ausstoß juckt in Wirklichkeit und Atommüll kann einfach ins Meer.",OTHER,OTHER,"['die', 'meisten', 'forderungen', 'der', 'ökobewegung', 'befassen', 'sich', 'mit', 'scheinproblemen.', 'abholzung', 'des', 'regenwaldes', 'und', 'verschmutzung', 'ist', 'bei', 'weitem', 'nicht', 'so', 'schlimm,', 'dass', 'es', 'globale', 'folgen', 'hat.', 'menschlicher', 'co2', 'ausstoß', 'juckt', 'in', 'wirklichkeit', 'und', 'atommüll', 'kann', 'einfach', 'ins', 'meer.']",37,"['die', 'meisten', 'Forderungen', 'der', 'Ökobewegung', 'befassen', 'sich', 'mit', 'Scheinproblemen', 'Abholzung', 'des', 'Regenwaldes', 'und', 'Verschmutzung', 'ist', 'bei', 'weitem', 'nicht', 'so', 'schlimm', 'dass', 'es', 'globale', 'Folgen', 'hat', 'Menschlicher', 'CO2', 'Ausstoß', 'juckt', 'in', 'Wirklichkeit', 'und', 'Atommüll', 'kann', 'einfach', 'ins', 'Meer']","[3, 7, 11, 3, 11, 8, 4, 3, 15, 9, 3, 11, 3, 13, 3, 3, 6, 5, 2, 7, 4, 2, 7, 6, 3, 12, 3, 7, 5, 2, 12, 3, 8, 4, 7, 3, 4]",6,"['@liebkind666', '@Stahlnippel']",2,[],0,[],0,[],0
"jedesmal Lachflash, wenn \""""die Gesellschaft\""sich über irgendein Problem verständigen sollte. Als ob das die Kapitalisten juckt",OTHER,OTHER,"['jedesmal', 'lachflash,', 'wenn', 'die', 'gesellschaft\\""sich', 'über', 'irgendein', 'problem', 'verständigen', 'sollte.', 'als', 'ob', 'das', 'die', 'kapitalisten', 'juckt']",16,"['jedesmal', 'Lachflash', 'wenn', 'die', 'Gesellschaftsich', 'über', 'irgendein', 'Problem', 'verständigen', 'sollte', 'Als', 'ob', 'das', 'die', 'Kapitalisten', 'juckt']","[8, 9, 4, 3, 16, 4, 9, 7, 12, 6, 3, 2, 3, 3, 12, 5]",6.62,[],0,[],0,[],0,[],0
@PhyseterJ hängt von der Arbeiterklasse ab,OTHER,OTHER,"['hängt', 'von', 'der', 'arbeiterklasse', 'ab']",5,"['hängt', 'von', 'der', 'Arbeiterklasse', 'ab']","[5, 3, 3, 14, 2]",5.4,['@PhyseterJ'],1,[],0,[],0,[],0
"@klasnaborba In Phänomenologie des Geistes erledigt er die Pseudowissenschaften. Alternativ kannst du aber auch Engels lesen, der bereitet das etwas verständlicher auf.",OTHER,OTHER,"['in', 'phänomenologie', 'des', 'geistes', 'erledigt', 'er', 'die', 'pseudowissenschaften.', 'alternativ', 'kannst', 'du', 'aber', 'auch', 'engels', 'lesen,', 'der', 'bereitet', 'das', 'etwas', 'verständlicher', 'auf.']",21,"['In', 'Phänomenologie', 'des', 'Geistes', 'erledigt', 'er', 'die', 'Pseudowissenschaften', 'Alternativ', 'kannst', 'du', 'aber', 'auch', 'Engels', 'lesen', 'der', 'bereitet', 'das', 'etwas', 'verständlicher', 'auf']","[2, 14, 3, 7, 8, 2, 3, 20, 10, 6, 2, 4, 4, 6, 5, 3, 8, 3, 5, 14, 3]",6.29,['@klasnaborba'],1,[],0,[],0,[],0
@hundimbuero keine Musik mehr mögen zeugt von geistiger Reife,OTHER,OTHER,"['keine', 'musik', 'mehr', 'mögen', 'zeugt', 'von', 'geistiger', 'reife']",8,"['keine', 'Musik', 'mehr', 'mögen', 'zeugt', 'von', 'geistiger', 'Reife']","[5, 5, 4, 5, 5, 3, 9, 5]",5.12,['@hundimbuero'],1,[],0,[],0,[],0
@klasnaborba das sind mir jetz zu viele layer,OTHER,OTHER,"['das', 'sind', 'mir', 'jetz', 'zu', 'viele', 'layer']",7,"['das', 'sind', 'mir', 'jetz', 'zu', 'viele', 'layer']","[3, 4, 3, 4, 2, 5, 5]",3.71,['@klasnaborba'],1,[],0,[],0,[],0
"@comradelayer jedes ideologische Zugeständnis, auch in der Rhetorik, wirkt auf einen selbst zurück. Wenn man sowas schon tut, dann doch bitte bei gesellschaftlich relevanten Gruppen, wie den nicht-bis wenig politisierten Menschen",OTHER,OTHER,"['jedes', 'ideologische', 'zugeständnis,', 'auch', 'in', 'der', 'rhetorik,', 'wirkt', 'auf', 'einen', 'selbst', 'zurück.', 'wenn', 'man', 'sowas', 'schon', 'tut,', 'dann', 'doch', 'bitte', 'bei', 'gesellschaftlich', 'relevanten', 'gruppen,', 'wie', 'den', 'nicht-bis', 'wenig', 'politisierten', 'menschen']",30,"['jedes', 'ideologische', 'Zugeständnis', 'auch', 'in', 'der', 'Rhetorik', 'wirkt', 'auf', 'einen', 'selbst', 'zurück', 'Wenn', 'man', 'sowas', 'schon', 'tut', 'dann', 'doch', 'bitte', 'bei', 'gesellschaftlich', 'relevanten', 'Gruppen', 'wie', 'den', 'nichtbis', 'wenig', 'politisierten', 'Menschen']","[5, 12, 12, 4, 2, 3, 8, 5, 3, 5, 6, 6, 4, 3, 5, 5, 3, 4, 4, 5, 3, 16, 10, 7, 3, 3, 8, 5, 13, 8]",6,['@comradelayer'],1,[],0,[],0,[],0
"@01_fjodor @comradelayer bezeichnend, wenn man sich mit dem Tassow identifiziert",OTHER,OTHER,"['bezeichnend,', 'wenn', 'man', 'sich', 'mit', 'dem', 'tassow', 'identifiziert']",8,"['bezeichnend', 'wenn', 'man', 'sich', 'mit', 'dem', 'Tassow', 'identifiziert']","[11, 4, 3, 4, 3, 3, 6, 13]",5.88,"['@01_fjodor', '@comradelayer']",2,[],0,[],0,[],0
"wenn wir nur genug tweeten, hören die schon auf mit dem Kapitalismus",OTHER,OTHER,"['wenn', 'wir', 'nur', 'genug', 'tweeten,', 'hören', 'die', 'schon', 'auf', 'mit', 'dem', 'kapitalismus']",12,"['wenn', 'wir', 'nur', 'genug', 'tweeten', 'hören', 'die', 'schon', 'auf', 'mit', 'dem', 'Kapitalismus']","[4, 3, 3, 5, 7, 5, 3, 5, 3, 3, 3, 12]",4.67,[],0,[],0,[],0,[],0
"@01_fjodor @klasnaborba eigentlich meine ich die KP, aber auch in der kapitalistischen Gesellschaft ist es möglich, dass das Übel, das menschenverachtende Sekten anrichten per Gesetz abgestellt wird.",OTHER,OTHER,"['eigentlich', 'meine', 'ich', 'die', 'kp,', 'aber', 'auch', 'in', 'der', 'kapitalistischen', 'gesellschaft', 'ist', 'es', 'möglich,', 'dass', 'das', 'übel,', 'das', 'menschenverachtende', 'sekten', 'anrichten', 'per', 'gesetz', 'abgestellt', 'wird.']",25,"['eigentlich', 'meine', 'ich', 'die', 'KP', 'aber', 'auch', 'in', 'der', 'kapitalistischen', 'Gesellschaft', 'ist', 'es', 'möglich', 'dass', 'das', 'Übel', 'das', 'menschenverachtende', 'Sekten', 'anrichten', 'per', 'Gesetz', 'abgestellt', 'wird']","[10, 5, 3, 3, 2, 4, 4, 2, 3, 16, 12, 3, 2, 7, 4, 3, 4, 3, 19, 6, 9, 3, 6, 10, 4]",5.88,"['@01_fjodor', '@klasnaborba']",2,[],0,[],0,[],0
"@PolitburoGamer sag bescheid, wenn er zu Scheiße geworden ist",OFFENSE,INSULT,"['sag', 'bescheid,', 'wenn', 'er', 'zu', 'scheiße', 'geworden', 'ist']",8,"['sag', 'bescheid', 'wenn', 'er', 'zu', 'Scheiße', 'geworden', 'ist']","[3, 8, 4, 2, 2, 7, 8, 3]",4.62,['@PolitburoGamer'],1,[],0,[],0,[],0
"@cssr_aw Na, die Privilegien hat man trotzdem",OTHER,OTHER,"['na,', 'die', 'privilegien', 'hat', 'man', 'trotzdem']",6,"['Na', 'die', 'Privilegien', 'hat', 'man', 'trotzdem']","[2, 3, 11, 3, 3, 8]",5,['@cssr_aw'],1,[],0,[],0,[],0
"@foetzchen_ffm \""""Das Wetter\""ist auf jeden Fall ein elender Haufen",OTHER,OTHER,"['das', 'wetter\\""ist', 'auf', 'jeden', 'fall', 'ein', 'elender', 'haufen']",8,"['Das', 'Wetterist', 'auf', 'jeden', 'Fall', 'ein', 'elender', 'Haufen']","[3, 9, 3, 5, 4, 3, 7, 6]",5,['@foetzchen_ffm'],1,[],0,[],0,[],0
ao hatte zu 30% unrecht!,OTHER,OTHER,"['ao', 'hatte', 'zu', '30%', 'unrecht!']",5,"['ao', 'hatte', 'zu', '30', 'unrecht']","[2, 5, 2, 2, 7]",3.6,[],0,[],0,[],0,[],0
"Sorry, ich wollte der werktätigen Klasse nicht zu nahe treten...",OTHER,OTHER,"['sorry,', 'ich', 'wollte', 'der', 'werktätigen', 'klasse', 'nicht', 'zu', 'nahe', 'treten...']",10,"['Sorry', 'ich', 'wollte', 'der', 'werktätigen', 'Klasse', 'nicht', 'zu', 'nahe', 'treten']","[5, 3, 6, 3, 11, 6, 5, 2, 4, 6]",5.1,[],0,[],0,[],0,[],0
Heute gelernt: Müller ist die Steigerungsform von Müll,OFFENSE,INSULT,"['heute', 'gelernt:', 'müller', 'ist', 'die', 'steigerungsform', 'von', 'müll']",8,"['Heute', 'gelernt', 'Müller', 'ist', 'die', 'Steigerungsform', 'von', 'Müll']","[5, 7, 6, 3, 3, 15, 3, 4]",5.75,[],0,[],0,[],0,[],0
"@Orbyt_ @SurplusProduce @lowkacs Privateigentum an sich ist im Sozialismus immer zugelassen. Inwieweit Privateigentum an Produktionsmitteln zugelassen ist, kann unterschiedlich sein. Über Begriffe kann man immer streiten, ich finde den Begriff Marktwirtschaft nicht so unpassend, ist aber müßig.",OTHER,OTHER,"['privateigentum', 'an', 'sich', 'ist', 'im', 'sozialismus', 'immer', 'zugelassen.', 'inwieweit', 'privateigentum', 'an', 'produktionsmitteln', 'zugelassen', 'ist,', 'kann', 'unterschiedlich', 'sein.', 'über', 'begriffe', 'kann', 'man', 'immer', 'streiten,', 'ich', 'finde', 'den', 'begriff', 'marktwirtschaft', 'nicht', 'so', 'unpassend,', 'ist', 'aber', 'müßig.']",34,"['Privateigentum', 'an', 'sich', 'ist', 'im', 'Sozialismus', 'immer', 'zugelassen', 'Inwieweit', 'Privateigentum', 'an', 'Produktionsmitteln', 'zugelassen', 'ist', 'kann', 'unterschiedlich', 'sein', 'Über', 'Begriffe', 'kann', 'man', 'immer', 'streiten', 'ich', 'finde', 'den', 'Begriff', 'Marktwirtschaft', 'nicht', 'so', 'unpassend', 'ist', 'aber', 'müßig']","[14, 2, 4, 3, 2, 11, 5, 10, 9, 14, 2, 18, 10, 3, 4, 15, 4, 4, 8, 4, 3, 5, 8, 3, 5, 3, 7, 15, 5, 2, 9, 3, 4, 5]",6.56,"['@Orbyt_', '@SurplusProduce', '@lowkacs']",3,[],0,[],0,[],0
"@autonome_KI Es ist mit Verlaub keine Menschenrechtsverletzung von Ausreisenden einen Ausreiseantrag zu verlangen. |LBR| Eine vernünftige Gesellschaft ist so eingerichtet, dass es keine Vermieter gibt, denen man säumig sein kann.",OTHER,OTHER,"['es', 'ist', 'mit', 'verlaub', 'keine', 'menschenrechtsverletzung', 'von', 'ausreisenden', 'einen', 'ausreiseantrag', 'zu', 'verlangen.', 'eine', 'vernünftige', 'gesellschaft', 'ist', 'so', 'eingerichtet,', 'dass', 'es', 'keine', 'vermieter', 'gibt,', 'denen', 'man', 'säumig', 'sein', 'kann.']",28,"['Es', 'ist', 'mit', 'Verlaub', 'keine', 'Menschenrechtsverletzung', 'von', 'Ausreisenden', 'einen', 'Ausreiseantrag', 'zu', 'verlangen', 'Eine', 'vernünftige', 'Gesellschaft', 'ist', 'so', 'eingerichtet', 'dass', 'es', 'keine', 'Vermieter', 'gibt', 'denen', 'man', 'säumig', 'sein', 'kann']","[2, 3, 3, 7, 5, 24, 3, 12, 5, 14, 2, 9, 4, 11, 12, 3, 2, 12, 4, 2, 5, 9, 4, 5, 3, 6, 4, 4]",6.39,['@autonome_KI'],1,[],0,[],0,[],0
DDR: Knast wegen Spionage |LBR| BRD: Knast wegen Schwarzfahren,OFFENSE,ABUSE,"['ddr:', 'knast', 'wegen', 'spionage', 'brd:', 'knast', 'wegen', 'schwarzfahren']",8,"['DDR', 'Knast', 'wegen', 'Spionage', 'BRD', 'Knast', 'wegen', 'Schwarzfahren']","[3, 5, 5, 8, 3, 5, 5, 13]",5.88,[],0,[],0,[],0,[],0
"@autonome_KI Wer anstrebt, dass Leute ihre Wohnung verlieren sollte eingesperrt werden. Einen richtigen Prozess gab es entgegen heutiger Medienberichte im übrigen immer.",OFFENSE,INSULT,"['wer', 'anstrebt,', 'dass', 'leute', 'ihre', 'wohnung', 'verlieren', 'sollte', 'eingesperrt', 'werden.', 'einen', 'richtigen', 'prozess', 'gab', 'es', 'entgegen', 'heutiger', 'medienberichte', 'im', 'übrigen', 'immer.']",21,"['Wer', 'anstrebt', 'dass', 'Leute', 'ihre', 'Wohnung', 'verlieren', 'sollte', 'eingesperrt', 'werden', 'Einen', 'richtigen', 'Prozess', 'gab', 'es', 'entgegen', 'heutiger', 'Medienberichte', 'im', 'übrigen', 'immer']","[3, 8, 4, 5, 4, 7, 9, 6, 11, 6, 5, 9, 7, 3, 2, 8, 8, 14, 2, 7, 5]",6.33,['@autonome_KI'],1,[],0,[],0,[],0
"@SurplusProduce @lowkacs Vermutlich ist die sozialistische Marktwirtschaft immer dann im Einsatz, wenn die Struktur des Staates zu schwach ist, um die Wirtschaft genau genug zu kontrollieren.",OTHER,OTHER,"['vermutlich', 'ist', 'die', 'sozialistische', 'marktwirtschaft', 'immer', 'dann', 'im', 'einsatz,', 'wenn', 'die', 'struktur', 'des', 'staates', 'zu', 'schwach', 'ist,', 'um', 'die', 'wirtschaft', 'genau', 'genug', 'zu', 'kontrollieren.']",24,"['Vermutlich', 'ist', 'die', 'sozialistische', 'Marktwirtschaft', 'immer', 'dann', 'im', 'Einsatz', 'wenn', 'die', 'Struktur', 'des', 'Staates', 'zu', 'schwach', 'ist', 'um', 'die', 'Wirtschaft', 'genau', 'genug', 'zu', 'kontrollieren']","[10, 3, 3, 14, 15, 5, 4, 2, 7, 4, 3, 8, 3, 7, 2, 7, 3, 2, 3, 10, 5, 5, 2, 13]",5.83,"['@SurplusProduce', '@lowkacs']",2,[],0,[],0,[],0
"@SurplusProduce @lowkacs Die Marktwirtschaft kann in bestimmten historischen Situationen zu einen größeren Wirtschaftswachstum führen, deshalb wurde das im Sozialismus immer wieder zugelassen (zB bei Lenin oder Ulbricht)",OTHER,OTHER,"['die', 'marktwirtschaft', 'kann', 'in', 'bestimmten', 'historischen', 'situationen', 'zu', 'einen', 'größeren', 'wirtschaftswachstum', 'führen,', 'deshalb', 'wurde', 'das', 'im', 'sozialismus', 'immer', 'wieder', 'zugelassen', '(zb', 'bei', 'lenin', 'oder', 'ulbricht)']",25,"['Die', 'Marktwirtschaft', 'kann', 'in', 'bestimmten', 'historischen', 'Situationen', 'zu', 'einen', 'größeren', 'Wirtschaftswachstum', 'führen', 'deshalb', 'wurde', 'das', 'im', 'Sozialismus', 'immer', 'wieder', 'zugelassen', 'zB', 'bei', 'Lenin', 'oder', 'Ulbricht']","[3, 15, 4, 2, 10, 12, 11, 2, 5, 8, 19, 6, 7, 5, 3, 2, 11, 5, 6, 10, 2, 3, 5, 4, 8]",6.72,"['@SurplusProduce', '@lowkacs']",2,[],0,[],0,[],0
"@SurplusProduce @lowkacs Das ist die Idee, wenn man Marktwirtschaft zulässt, ja",OTHER,OTHER,"['das', 'ist', 'die', 'idee,', 'wenn', 'man', 'marktwirtschaft', 'zulässt,', 'ja']",9,"['Das', 'ist', 'die', 'Idee', 'wenn', 'man', 'Marktwirtschaft', 'zulässt', 'ja']","[3, 3, 3, 4, 4, 3, 15, 7, 2]",4.89,"['@SurplusProduce', '@lowkacs']",2,[],0,[],0,[],0
"@SurplusProduce @lowkacs Wo man Kapitalisten hat, muss man mit ihnen Klassenkampf führen. Die Frage ist aber nicht: Gibt es Kapitalisten? Sondern: Üben die Kapitalisten eine Klassenherrschaft aus? Die KP führt einen institutionellen Klassenkampf gegen die Kapitalisten, das ist ganz einfach mein Argument",OTHER,OTHER,"['wo', 'man', 'kapitalisten', 'hat,', 'muss', 'man', 'mit', 'ihnen', 'klassenkampf', 'führen.', 'die', 'frage', 'ist', 'aber', 'nicht:', 'gibt', 'es', 'kapitalisten?', 'sondern:', 'üben', 'die', 'kapitalisten', 'eine', 'klassenherrschaft', 'aus?', 'die', 'kp', 'führt', 'einen', 'institutionellen', 'klassenkampf', 'gegen', 'die', 'kapitalisten,', 'das', 'ist', 'ganz', 'einfach', 'mein', 'argument']",40,"['Wo', 'man', 'Kapitalisten', 'hat', 'muss', 'man', 'mit', 'ihnen', 'Klassenkampf', 'führen', 'Die', 'Frage', 'ist', 'aber', 'nicht', 'Gibt', 'es', 'Kapitalisten', 'Sondern', 'Üben', 'die', 'Kapitalisten', 'eine', 'Klassenherrschaft', 'aus', 'Die', 'KP', 'führt', 'einen', 'institutionellen', 'Klassenkampf', 'gegen', 'die', 'Kapitalisten', 'das', 'ist', 'ganz', 'einfach', 'mein', 'Argument']","[2, 3, 12, 3, 4, 3, 3, 5, 12, 6, 3, 5, 3, 4, 5, 4, 2, 12, 7, 4, 3, 12, 4, 17, 3, 3, 2, 5, 5, 16, 12, 5, 3, 12, 3, 3, 4, 7, 4, 8]",5.83,"['@SurplusProduce', '@lowkacs']",2,[],0,[],0,[],0
"@SurplusProduce @lowkacs Das glaube ich tatsächlich nicht, aber die Krux am Sozialismus ist, dass er bewusst menschengemacht ist. Es erfordert die Revolution also eine gewisse Moralität und es erfordert diese institutionell gefestigt. Ganz ohne ökonomische Kriterien kommt man freilich auch nicht aus",OTHER,OTHER,"['das', 'glaube', 'ich', 'tatsächlich', 'nicht,', 'aber', 'die', 'krux', 'am', 'sozialismus', 'ist,', 'dass', 'er', 'bewusst', 'menschengemacht', 'ist.', 'es', 'erfordert', 'die', 'revolution', 'also', 'eine', 'gewisse', 'moralität', 'und', 'es', 'erfordert', 'diese', 'institutionell', 'gefestigt.', 'ganz', 'ohne', 'ökonomische', 'kriterien', 'kommt', 'man', 'freilich', 'auch', 'nicht', 'aus']",40,"['Das', 'glaube', 'ich', 'tatsächlich', 'nicht', 'aber', 'die', 'Krux', 'am', 'Sozialismus', 'ist', 'dass', 'er', 'bewusst', 'menschengemacht', 'ist', 'Es', 'erfordert', 'die', 'Revolution', 'also', 'eine', 'gewisse', 'Moralität', 'und', 'es', 'erfordert', 'diese', 'institutionell', 'gefestigt', 'Ganz', 'ohne', 'ökonomische', 'Kriterien', 'kommt', 'man', 'freilich', 'auch', 'nicht', 'aus']","[3, 6, 3, 11, 5, 4, 3, 4, 2, 11, 3, 4, 2, 7, 15, 3, 2, 9, 3, 10, 4, 4, 7, 9, 3, 2, 9, 5, 14, 9, 4, 4, 11, 9, 5, 3, 8, 4, 5, 3]",5.8,"['@SurplusProduce', '@lowkacs']",2,[],0,[],0,[],0
@lowkacs @SurplusProduce ökonomische und politische Betrachtungen zu China |LBR| Fazit: Von Kapitalismus kann man nicht sprechen und es steht und fällt wie immer alles mit den Kadern.,OTHER,OTHER,"['ökonomische', 'und', 'politische', 'betrachtungen', 'zu', 'china', 'fazit:', 'von', 'kapitalismus', 'kann', 'man', 'nicht', 'sprechen', 'und', 'es', 'steht', 'und', 'fällt', 'wie', 'immer', 'alles', 'mit', 'den', 'kadern.']",24,"['ökonomische', 'und', 'politische', 'Betrachtungen', 'zu', 'China', 'Fazit', 'Von', 'Kapitalismus', 'kann', 'man', 'nicht', 'sprechen', 'und', 'es', 'steht', 'und', 'fällt', 'wie', 'immer', 'alles', 'mit', 'den', 'Kadern']","[11, 3, 10, 13, 2, 5, 5, 3, 12, 4, 3, 5, 8, 3, 2, 5, 3, 5, 3, 5, 5, 3, 3, 6]",5.29,"['@lowkacs', '@SurplusProduce']",2,[],0,[],0,[],0
@AdidasBolshevik schlimmstes Buch ever |LBR| alles daran ist so falsch,OTHER,OTHER,"['schlimmstes', 'buch', 'ever', 'alles', 'daran', 'ist', 'so', 'falsch']",8,"['schlimmstes', 'Buch', 'ever', 'alles', 'daran', 'ist', 'so', 'falsch']","[11, 4, 4, 5, 5, 3, 2, 6]",5,['@AdidasBolshevik'],1,[],0,[],0,[],0
@SurplusProduce Es gibt eine nette Schrift von Hans Günther Szalkiewicz zu dem Thema,OTHER,OTHER,"['es', 'gibt', 'eine', 'nette', 'schrift', 'von', 'hans', 'günther', 'szalkiewicz', 'zu', 'dem', 'thema']",12,"['Es', 'gibt', 'eine', 'nette', 'Schrift', 'von', 'Hans', 'Günther', 'Szalkiewicz', 'zu', 'dem', 'Thema']","[2, 4, 4, 5, 7, 3, 4, 7, 11, 2, 3, 5]",4.75,['@SurplusProduce'],1,[],0,[],0,[],0
